Member_number,Date,itemDescription,year,month,day,day_of_week
2858,24/08/2014,detergent,2014,8,24,6
1750,6/09/2014,baking powder,2014,9,6,5
2564,14/07/2015,white wine,2015,7,14,1
3302,22/05/2015,whole milk,2015,5,22,4
2416,15/02/2015,yogurt,2015,2,15,6
2990,29/06/2015,canned beer,2015,6,29,0
3467,24/12/2015,newspapers,2015,12,24,3
4424,16/10/2015,beef,2015,10,16,4
3866,21/04/2015,root vegetables,2015,4,21,1
2903,8/08/2015,frankfurter,2015,8,8,5
4389,20/10/2015,shopping bags,2015,10,20,1
4547,18/01/2015,white bread,2015,1,18,6
2893,10/06/2015,citrus fruit,2015,6,10,2
2544,1/11/2014,instant coffee,2014,11,1,5
3225,25/06/2014,white wine,2014,6,25,2
3521,23/04/2014,other vegetables,2014,4,23,2
2937,31/07/2015,other vegetables,2015,7,31,4
1923,30/04/2015,other vegetables,2015,4,30,3
2428,21/08/2015,yogurt,2015,8,21,4
2857,28/08/2014,coffee,2014,8,28,3
1457,7/09/2014,pudding powder,2014,9,7,6
3356,23/05/2015,domestic eggs,2015,5,23,5
4018,28/02/2014,whipped/sour cream,2014,2,28,4
2742,7/07/2014,UHT-milk,2014,7,7,0
2291,20/09/2015,brown bread,2015,9,20,6
4504,21/01/2014,misc. beverages,2014,1,21,1
4981,26/02/2014,specialty chocolate,2014,2,26,2
3670,5/08/2014,grapes,2014,8,5,1
2205,3/07/2015,whole milk,2015,7,3,4
1040,9/03/2014,whole milk,2014,3,9,6
2002,20/10/2015,frozen vegetables,2015,10,20,1
2736,3/02/2015,processed cheese,2015,2,3,1
1635,17/11/2014,chocolate,2014,11,17,0
3360,30/08/2014,whipped/sour cream,2014,8,30,5
1057,1/06/2014,domestic eggs,2014,6,1,6
1443,13/01/2014,dessert,2014,1,13,0
4069,5/03/2015,other vegetables,2015,3,5,3
2631,20/02/2014,root vegetables,2014,2,20,3
4073,30/01/2014,UHT-milk,2014,1,30,3
1173,8/07/2014,specialty bar,2014,7,8,1
2142,25/06/2015,curd,2015,6,25,3
2164,24/11/2015,butter milk,2015,11,24,1
2247,31/05/2015,citrus fruit,2015,5,31,6
2816,3/06/2014,citrus fruit,2014,6,3,1
2869,8/02/2014,brown bread,2014,2,8,5
1170,11/12/2015,bottled water,2015,12,11,4
4919,3/12/2015,newspapers,2015,12,3,3
1746,8/08/2015,pip fruit,2015,8,8,5
4942,23/11/2015,frankfurter,2015,11,23,0
2547,4/06/2015,other vegetables,2015,6,4,3
4505,17/04/2015,tropical fruit,2015,4,17,4
3659,13/04/2014,citrus fruit,2014,4,13,6
4796,6/10/2015,whole milk,2015,10,6,1
4512,11/08/2015,other vegetables,2015,8,11,1
4692,27/10/2015,root vegetables,2015,10,27,1
2472,19/06/2014,herbs,2014,6,19,3
2378,15/04/2015,soda,2015,4,15,2
3011,29/08/2014,sugar,2014,8,29,4
1741,12/10/2014,packaged fruit/vegetables,2014,10,12,6
2946,1/09/2014,onions,2014,9,1,0
1492,29/01/2015,cream cheese ,2015,1,29,3
4426,8/04/2014,cake bar,2014,4,8,1
3275,18/06/2015,frankfurter,2015,6,18,3
2779,27/12/2015,meat,2015,12,27,6
1842,23/02/2015,cream cheese ,2015,2,23,0
4475,19/07/2014,brandy,2014,7,19,5
1176,30/03/2015,tropical fruit,2015,3,30,0
1620,22/03/2015,frozen dessert,2015,3,22,6
4969,1/07/2014,butter milk,2014,7,1,1
1136,1/03/2015,brown bread,2015,3,1,6
3229,8/07/2015,tea,2015,7,8,2
2440,3/02/2015,tropical fruit,2015,2,3,1
2707,18/10/2015,pastry,2015,10,18,6
4666,24/02/2015,margarine,2015,2,24,1
4344,5/06/2015,domestic eggs,2015,6,5,4
3736,27/11/2015,flour,2015,11,27,4
1143,27/01/2015,misc. beverages,2015,1,27,1
3324,11/10/2014,coffee,2014,10,11,5
3819,4/12/2015,packaged fruit/vegetables,2015,12,4,4
3725,20/09/2014,rolls/buns,2014,9,20,5
3504,7/06/2015,sugar,2015,6,7,6
4149,20/03/2015,fruit/vegetable juice,2015,3,20,4
2951,9/05/2015,yogurt,2015,5,9,5
1343,2/07/2014,other vegetables,2014,7,2,2
4656,19/06/2014,cat food,2014,6,19,3
3593,31/08/2015,instant coffee,2015,8,31,0
3215,24/04/2015,frankfurter,2015,4,24,4
3557,5/06/2014,yogurt,2014,6,5,3
1360,17/06/2014,curd,2014,6,17,1
1620,22/03/2015,tropical fruit,2015,3,22,6
1828,24/03/2015,brown bread,2015,3,24,1
3390,12/02/2014,whole milk,2014,2,12,2
2089,5/03/2014,pastry,2014,3,5,2
3393,11/07/2015,whole milk,2015,7,11,5
1347,15/09/2015,rolls/buns,2015,9,15,1
2271,25/06/2014,sausage,2014,6,25,2
3856,5/12/2014,cereals,2014,12,5,4
1948,11/02/2014,pastry,2014,2,11,1
2587,30/10/2014,honey,2014,10,30,3
3256,17/10/2014,sliced cheese,2014,10,17,4
4937,18/05/2015,sausage,2015,5,18,0
1162,28/03/2014,canned beer,2014,3,28,4
2222,31/07/2014,sugar,2014,7,31,3
3463,24/09/2015,yogurt,2015,9,24,3
3398,15/04/2014,white bread,2014,4,15,1
3164,30/09/2015,brown bread,2015,9,30,2
2428,2/11/2014,margarine,2014,11,2,6
2448,31/08/2015,rolls/buns,2015,8,31,0
3872,8/07/2015,pork,2015,7,8,2
2193,10/08/2014,onions,2014,8,10,6
3718,18/10/2015,berries,2015,10,18,6
2584,31/03/2015,whole milk,2015,3,31,1
4805,13/10/2015,other vegetables,2015,10,13,1
3161,22/11/2014,whole milk,2014,11,22,5
1098,27/09/2015,cat food,2015,9,27,6
4766,29/09/2015,canned beer,2015,9,29,1
2644,21/05/2014,coffee,2014,5,21,2
4073,30/01/2014,berries,2014,1,30,3
2396,27/07/2014,soda,2014,7,27,6
4827,27/01/2015,processed cheese,2015,1,27,1
2961,27/05/2015,frozen potato products,2015,5,27,2
3201,20/09/2014,cream cheese ,2014,9,20,5
2445,17/04/2014,pip fruit,2014,4,17,3
4675,14/09/2015,other vegetables,2015,9,14,0
4725,12/02/2015,butter milk,2015,2,12,3
2234,23/12/2015,whole milk,2015,12,23,2
3717,30/05/2015,hamburger meat,2015,5,30,5
1729,28/08/2015,ready soups,2015,8,28,4
4692,27/10/2015,chocolate,2015,10,27,1
1173,2/07/2015,fruit/vegetable juice,2015,7,2,3
1242,13/12/2015,pasta,2015,12,13,6
1882,7/09/2015,chicken,2015,9,7,0
4559,9/01/2014,rolls/buns,2014,1,9,3
3164,16/09/2014,shopping bags,2014,9,16,1
2811,2/11/2015,pastry,2015,11,2,0
2265,25/09/2015,bathroom cleaner,2015,9,25,4
3061,12/05/2015,pip fruit,2015,5,12,1
4986,28/01/2015,other vegetables,2015,1,28,2
4843,25/02/2015,waffles,2015,2,25,2
4958,2/06/2014,chewing gum,2014,6,2,0
3128,21/07/2015,dessert,2015,7,21,1
2723,11/03/2015,yogurt,2015,3,11,2
4694,29/07/2015,ice cream,2015,7,29,2
3268,13/07/2015,citrus fruit,2015,7,13,0
3169,14/06/2015,UHT-milk,2015,6,14,6
2492,14/03/2014,butter milk,2014,3,14,4
4881,30/12/2014,butter,2014,12,30,1
1939,30/10/2015,coffee,2015,10,30,4
3214,22/12/2015,root vegetables,2015,12,22,1
4255,1/02/2014,margarine,2014,2,1,5
1073,6/08/2015,curd,2015,8,6,3
4162,15/04/2014,napkins,2014,4,15,1
1200,26/09/2015,canned fish,2015,9,26,5
3694,27/10/2015,citrus fruit,2015,10,27,1
2133,7/05/2014,pork,2014,5,7,2
1435,24/04/2015,yogurt,2015,4,24,4
1822,3/03/2015,pip fruit,2015,3,3,1
2370,28/08/2015,tropical fruit,2015,8,28,4
2511,10/04/2014,bottled water,2014,4,10,3
4216,28/04/2015,sausage,2015,4,28,1
1550,14/05/2015,potato products,2015,5,14,3
1198,29/07/2014,frozen fish,2014,7,29,1
4742,22/06/2015,hygiene articles,2015,6,22,0
4784,9/11/2015,root vegetables,2015,11,9,0
4334,16/03/2014,bottled water,2014,3,16,6
1380,22/04/2014,canned vegetables,2014,4,22,1
4574,22/11/2014,specialty fat,2014,11,22,5
2891,7/02/2015,root vegetables,2015,2,7,5
3476,2/05/2014,chocolate marshmallow,2014,5,2,4
3831,29/03/2014,yogurt,2014,3,29,5
4652,4/08/2015,pot plants,2015,8,4,1
4931,28/08/2014,fruit/vegetable juice,2014,8,28,3
1286,8/12/2015,soda,2015,12,8,1
3394,13/12/2015,rolls/buns,2015,12,13,6
4495,25/05/2014,long life bakery product,2014,5,25,6
3745,19/10/2014,cake bar,2014,10,19,6
4807,21/05/2014,curd,2014,5,21,2
3528,18/08/2015,soda,2015,8,18,1
4573,3/11/2014,other vegetables,2014,11,3,0
1225,3/03/2014,whole milk,2014,3,3,0
4102,4/08/2015,artif. sweetener,2015,8,4,1
1888,21/05/2015,frankfurter,2015,5,21,3
1658,26/06/2014,margarine,2014,6,26,3
3577,9/05/2014,newspapers,2014,5,9,4
2676,4/07/2015,liver loaf,2015,7,4,5
2011,22/03/2015,pip fruit,2015,3,22,6
3384,23/07/2014,fruit/vegetable juice,2014,7,23,2
1293,3/01/2015,light bulbs,2015,1,3,5
2408,19/05/2015,shopping bags,2015,5,19,1
1611,26/02/2015,coffee,2015,2,26,3
3585,21/07/2015,other vegetables,2015,7,21,1
3487,1/09/2014,rolls/buns,2014,9,1,0
3633,7/12/2014,shopping bags,2014,12,7,6
3842,14/10/2015,whole milk,2015,10,14,2
4185,20/11/2014,rolls/buns,2014,11,20,3
4891,6/02/2014,specialty bar,2014,2,6,3
2948,19/06/2015,bottled water,2015,6,19,4
4894,23/12/2015,liquor,2015,12,23,2
4441,15/02/2014,butter,2014,2,15,5
2831,18/05/2014,pip fruit,2014,5,18,6
2406,3/12/2014,salt,2014,12,3,2
4312,19/10/2015,bottled water,2015,10,19,0
2729,30/09/2014,pork,2014,9,30,1
1388,19/11/2014,hygiene articles,2014,11,19,2
2996,26/09/2015,frankfurter,2015,9,26,5
1571,24/05/2015,sausage,2015,5,24,6
1572,14/07/2015,specialty chocolate,2015,7,14,1
2656,2/02/2015,hamburger meat,2015,2,2,0
4706,31/03/2014,zwieback,2014,3,31,0
3002,19/02/2015,tropical fruit,2015,2,19,3
4090,16/09/2014,yogurt,2014,9,16,1
4571,25/08/2014,UHT-milk,2014,8,25,0
1403,25/03/2015,sliced cheese,2015,3,25,2
2732,31/01/2014,brown bread,2014,1,31,4
4355,13/03/2015,long life bakery product,2015,3,13,4
2561,26/02/2015,root vegetables,2015,2,26,3
3178,12/08/2015,waffles,2015,8,12,2
4094,21/10/2014,fruit/vegetable juice,2014,10,21,1
3835,5/11/2015,bottled water,2015,11,5,3
1242,13/12/2015,sugar,2015,12,13,6
3028,19/05/2015,citrus fruit,2015,5,19,1
4855,4/09/2014,cream cheese ,2014,9,4,3
1792,7/06/2014,bottled water,2014,6,7,5
4227,25/07/2014,long life bakery product,2014,7,25,4
3189,31/08/2014,brown bread,2014,8,31,6
1359,29/05/2014,soda,2014,5,29,3
4345,19/03/2014,roll products ,2014,3,19,2
1229,9/03/2014,frozen potato products,2014,3,9,6
3996,27/11/2014,tropical fruit,2014,11,27,3
2979,8/09/2015,onions,2015,9,8,1
3295,28/07/2015,house keeping products,2015,7,28,1
2325,11/06/2014,pastry,2014,6,11,2
1362,10/06/2015,bottled water,2015,6,10,2
4947,18/11/2015,citrus fruit,2015,11,18,2
4116,23/05/2014,dishes,2014,5,23,4
2834,8/01/2014,sliced cheese,2014,1,8,2
2626,14/02/2014,yogurt,2014,2,14,4
3663,1/02/2014,roll products ,2014,2,1,5
1993,22/05/2015,curd,2015,5,22,4
3082,21/05/2014,fruit/vegetable juice,2014,5,21,2
4864,22/07/2015,rolls/buns,2015,7,22,2
2873,23/10/2014,soda,2014,10,23,3
4390,15/11/2014,beverages,2014,11,15,5
4392,17/01/2014,pork,2014,1,17,4
3600,26/11/2015,whole milk,2015,11,26,3
4046,29/12/2014,root vegetables,2014,12,29,0
4199,24/08/2014,baking powder,2014,8,24,6
4306,28/12/2015,whole milk,2015,12,28,0
4986,28/01/2015,frozen vegetables,2015,1,28,2
2332,14/09/2014,beverages,2014,9,14,6
3862,18/11/2015,hygiene articles,2015,11,18,2
4085,5/08/2014,whipped/sour cream,2014,8,5,1
3684,15/02/2015,ham,2015,2,15,6
3917,14/02/2014,sausage,2014,2,14,4
4721,7/01/2014,processed cheese,2014,1,7,1
2772,11/07/2014,rolls/buns,2014,7,11,4
4670,31/08/2015,newspapers,2015,8,31,0
3307,10/06/2015,citrus fruit,2015,6,10,2
1225,26/02/2015,whole milk,2015,2,26,3
1608,11/10/2015,snack products,2015,10,11,6
2446,29/07/2015,chicken,2015,7,29,2
3593,31/08/2015,pip fruit,2015,8,31,0
2655,1/05/2015,pastry,2015,5,1,4
1615,30/11/2014,bottled water,2014,11,30,6
1923,20/11/2014,cream cheese ,2014,11,20,3
4112,22/04/2014,frozen vegetables,2014,4,22,1
3247,3/09/2014,coffee,2014,9,3,2
4828,10/11/2015,rolls/buns,2015,11,10,1
4272,15/05/2014,margarine,2014,5,15,3
4275,30/10/2014,sugar,2014,10,30,3
1697,21/05/2015,misc. beverages,2015,5,21,3
3821,26/02/2014,turkey,2014,2,26,2
2779,17/10/2015,other vegetables,2015,10,17,5
3877,2/06/2014,soda,2014,6,2,0
2415,8/08/2015,curd,2015,8,8,5
2443,20/06/2015,waffles,2015,6,20,5
3830,10/12/2014,ice cream,2014,12,10,2
2366,18/01/2015,pip fruit,2015,1,18,6
1995,6/12/2015,root vegetables,2015,12,6,6
1495,1/08/2014,meat,2014,8,1,4
1913,18/08/2015,curd,2015,8,18,1
2389,27/01/2014,hamburger meat,2014,1,27,0
2072,8/12/2014,chocolate,2014,12,8,0
4684,7/11/2014,specialty vegetables,2014,11,7,4
1876,16/06/2015,tropical fruit,2015,6,16,1
4667,25/08/2015,rolls/buns,2015,8,25,1
3881,6/04/2014,beverages,2014,4,6,6
3850,14/06/2014,misc. beverages,2014,6,14,5
2444,17/06/2015,fruit/vegetable juice,2015,6,17,2
2011,16/04/2014,shopping bags,2014,4,16,2
2452,18/02/2014,frankfurter,2014,2,18,1
2097,14/03/2014,newspapers,2014,3,14,4
4343,21/12/2015,frozen vegetables,2015,12,21,0
3430,16/04/2015,fruit/vegetable juice,2015,4,16,3
2767,27/01/2015,other vegetables,2015,1,27,1
2909,9/06/2014,whole milk,2014,6,9,0
4038,11/06/2015,yogurt,2015,6,11,3
4041,9/07/2015,rolls/buns,2015,7,9,3
1889,8/03/2014,sweet spreads,2014,3,8,5
4017,28/08/2014,soda,2014,8,28,3
2945,19/07/2015,chicken,2015,7,19,6
2657,4/01/2015,bottled water,2015,1,4,6
3732,14/07/2014,butter,2014,7,14,0
3671,16/04/2014,whole milk,2014,4,16,2
4793,11/04/2015,sausage,2015,4,11,5
1994,3/11/2015,whole milk,2015,11,3,1
4494,30/11/2014,fruit/vegetable juice,2014,11,30,6
3915,8/09/2014,bathroom cleaner,2014,9,8,0
1527,15/04/2014,soda,2014,4,15,1
1878,1/09/2014,liquor,2014,9,1,0
3031,12/01/2014,whole milk,2014,1,12,6
2288,31/05/2015,shopping bags,2015,5,31,6
2626,14/02/2014,chocolate,2014,2,14,4
3096,7/07/2015,root vegetables,2015,7,7,1
1023,1/06/2015,rolls/buns,2015,6,1,0
2811,23/02/2015,long life bakery product,2015,2,23,0
4389,27/08/2015,cake bar,2015,8,27,3
2479,3/09/2014,brown bread,2014,9,3,2
3957,9/01/2014,newspapers,2014,1,9,3
3319,17/11/2015,napkins,2015,11,17,1
1998,15/02/2014,whipped/sour cream,2014,2,15,5
2029,27/05/2014,yogurt,2014,5,27,1
1768,20/11/2014,fruit/vegetable juice,2014,11,20,3
2478,25/02/2014,napkins,2014,2,25,1
4240,12/04/2015,other vegetables,2015,4,12,6
1946,29/04/2014,shopping bags,2014,4,29,1
2494,13/06/2015,pot plants,2015,6,13,5
2574,26/10/2014,jam,2014,10,26,6
3357,19/05/2014,hygiene articles,2014,5,19,0
3111,31/01/2015,frozen vegetables,2015,1,31,5
1236,27/06/2014,pip fruit,2014,6,27,4
3399,19/07/2015,shopping bags,2015,7,19,6
2267,30/01/2015,frozen vegetables,2015,1,30,4
3635,23/07/2015,chocolate,2015,7,23,3
1674,30/06/2014,bottled water,2014,6,30,0
4277,18/02/2015,newspapers,2015,2,18,2
2897,11/07/2014,mustard,2014,7,11,4
3402,1/06/2015,other vegetables,2015,6,1,0
2048,16/12/2015,pork,2015,12,16,2
3102,17/04/2014,beef,2014,4,17,3
3851,8/11/2014,chocolate,2014,11,8,5
2447,21/01/2015,grapes,2015,1,21,2
4103,26/07/2015,whole milk,2015,7,26,6
2817,22/12/2015,chewing gum,2015,12,22,1
4733,3/09/2015,other vegetables,2015,9,3,3
2233,4/10/2015,bottled beer,2015,10,4,6
4863,9/03/2014,sugar,2014,3,9,6
4301,24/12/2014,pip fruit,2014,12,24,2
2406,27/10/2014,root vegetables,2014,10,27,0
2840,22/07/2014,yogurt,2014,7,22,1
1824,28/11/2014,newspapers,2014,11,28,4
4833,17/08/2014,domestic eggs,2014,8,17,6
1381,3/06/2015,other vegetables,2015,6,3,2
3111,31/01/2015,chocolate,2015,1,31,5
2813,10/01/2015,cake bar,2015,1,10,5
2594,25/07/2014,root vegetables,2014,7,25,4
4226,3/03/2014,citrus fruit,2014,3,3,0
1167,11/01/2014,other vegetables,2014,1,11,5
1322,1/09/2015,chicken,2015,9,1,1
4146,8/05/2014,pastry,2014,5,8,3
1209,3/05/2014,yogurt,2014,5,3,5
2038,2/04/2014,pastry,2014,4,2,2
1216,3/04/2015,turkey,2015,4,3,4
3072,26/01/2015,salad dressing,2015,1,26,0
2544,29/01/2015,berries,2015,1,29,3
2890,13/02/2014,shopping bags,2014,2,13,3
1946,11/08/2014,whipped/sour cream,2014,8,11,0
2193,26/11/2014,root vegetables,2014,11,26,2
1392,20/04/2015,cream cheese ,2015,4,20,0
1806,7/06/2015,butter,2015,6,7,6
4984,26/04/2015,bottled beer,2015,4,26,6
3961,23/06/2014,bottled water,2014,6,23,0
4158,26/12/2015,hard cheese,2015,12,26,5
2339,28/03/2014,brown bread,2014,3,28,4
4748,23/03/2015,pork,2015,3,23,0
4223,10/03/2015,meat,2015,3,10,1
3090,27/09/2015,root vegetables,2015,9,27,6
3195,30/01/2015,yogurt,2015,1,30,4
4875,15/04/2014,bottled beer,2014,4,15,1
1604,18/08/2015,margarine,2015,8,18,1
2056,24/11/2015,root vegetables,2015,11,24,1
1361,7/12/2015,sausage,2015,12,7,0
2097,10/01/2015,domestic eggs,2015,1,10,5
2808,23/01/2014,other vegetables,2014,1,23,3
4746,12/09/2015,frozen vegetables,2015,9,12,5
2829,7/07/2014,soda,2014,7,7,0
3965,21/09/2014,yogurt,2014,9,21,6
3967,23/01/2014,rolls/buns,2014,1,23,3
1865,18/10/2015,yogurt,2015,10,18,6
2449,21/04/2015,yogurt,2015,4,21,1
2778,29/06/2014,other vegetables,2014,6,29,6
1660,4/03/2014,other vegetables,2014,3,4,1
4579,29/10/2015,curd,2015,10,29,3
4403,20/09/2015,other vegetables,2015,9,20,6
1339,28/11/2015,frozen vegetables,2015,11,28,5
3037,23/02/2015,ham,2015,2,23,0
3491,21/06/2014,newspapers,2014,6,21,5
3206,13/10/2015,tropical fruit,2015,10,13,1
3245,17/05/2015,coffee,2015,5,17,6
4334,16/03/2014,pickled vegetables,2014,3,16,6
3519,13/12/2015,sugar,2015,12,13,6
4820,28/10/2014,pastry,2014,10,28,1
1501,11/03/2014,detergent,2014,3,11,1
3879,12/03/2015,rolls/buns,2015,3,12,3
2357,23/09/2015,waffles,2015,9,23,2
3438,25/07/2015,Instant food products,2015,7,25,5
4799,4/01/2014,frozen fish,2014,1,4,5
1950,10/11/2014,sugar,2014,11,10,0
3910,30/12/2014,newspapers,2014,12,30,1
4781,22/11/2015,ham,2015,11,22,6
1444,16/12/2015,rolls/buns,2015,12,16,2
1114,26/04/2015,chicken,2015,4,26,6
1682,25/06/2015,frozen meals,2015,6,25,3
3321,25/12/2015,tropical fruit,2015,12,25,4
1654,25/03/2015,whisky,2015,3,25,2
2540,16/02/2015,instant coffee,2015,2,16,0
4160,19/04/2015,turkey,2015,4,19,6
2433,14/03/2015,dessert,2015,3,14,5
4001,30/03/2015,candy,2015,3,30,0
2817,25/09/2014,beverages,2014,9,25,3
4242,12/09/2015,coffee,2015,9,12,5
3314,13/08/2014,ice cream,2014,8,13,2
3363,29/12/2015,pork,2015,12,29,1
3271,20/11/2014,soda,2014,11,20,3
3342,15/12/2014,pork,2014,12,15,0
3743,16/10/2014,tropical fruit,2014,10,16,3
1767,24/10/2015,other vegetables,2015,10,24,5
3024,22/12/2014,UHT-milk,2014,12,22,0
3571,2/03/2014,curd,2014,3,2,6
1377,14/03/2015,other vegetables,2015,3,14,5
2933,4/06/2015,bottled water,2015,6,4,3
1922,11/07/2014,root vegetables,2014,7,11,4
1798,1/01/2015,curd,2015,1,1,3
3046,31/03/2015,chicken,2015,3,31,1
3745,25/03/2014,root vegetables,2014,3,25,1
3744,11/03/2014,bottled water,2014,3,11,1
4718,6/12/2015,curd,2015,12,6,6
4665,12/03/2014,cat food,2014,3,12,2
2475,23/07/2015,tropical fruit,2015,7,23,3
2979,8/09/2015,rum,2015,9,8,1
1087,16/12/2014,flower (seeds),2014,12,16,1
3735,27/04/2015,pet care,2015,4,27,0
1785,15/07/2015,canned beer,2015,7,15,2
2787,13/03/2015,specialty chocolate,2015,3,13,4
2595,23/01/2015,pastry,2015,1,23,4
3142,5/06/2014,soda,2014,6,5,3
1877,22/06/2014,butter,2014,6,22,6
2952,22/04/2014,hygiene articles,2014,4,22,1
3705,28/02/2014,herbs,2014,2,28,4
4191,8/05/2014,citrus fruit,2014,5,8,3
3962,20/09/2015,sauces,2015,9,20,6
1740,30/10/2014,napkins,2014,10,30,3
2180,27/09/2014,waffles,2014,9,27,5
2924,26/05/2014,shopping bags,2014,5,26,0
2370,5/06/2015,shopping bags,2015,6,5,4
4281,4/03/2015,rolls/buns,2015,3,4,2
4941,2/08/2014,yogurt,2014,8,2,5
1923,14/02/2015,whole milk,2015,2,14,5
1985,6/06/2014,butter milk,2014,6,6,4
2781,7/10/2014,sliced cheese,2014,10,7,1
1052,29/09/2014,dog food,2014,9,29,0
3751,1/11/2014,specialty chocolate,2014,11,1,5
1693,2/09/2014,UHT-milk,2014,9,2,1
4059,5/07/2015,flour,2015,7,5,6
4001,21/06/2015,soda,2015,6,21,6
1102,27/06/2015,other vegetables,2015,6,27,5
1811,24/05/2015,beverages,2015,5,24,6
3704,30/04/2015,chocolate,2015,4,30,3
1269,24/04/2014,root vegetables,2014,4,24,3
2904,6/06/2015,tropical fruit,2015,6,6,5
4500,25/10/2014,misc. beverages,2014,10,25,5
3095,5/08/2014,canned vegetables,2014,8,5,1
2946,24/05/2015,napkins,2015,5,24,6
3570,6/05/2014,butter,2014,5,6,1
2000,23/08/2015,sparkling wine,2015,8,23,6
1949,13/04/2014,cat food,2014,4,13,6
2733,22/07/2015,yogurt,2015,7,22,2
2672,17/01/2015,pastry,2015,1,17,5
1353,9/12/2014,rolls/buns,2014,12,9,1
2669,29/03/2015,frankfurter,2015,3,29,6
4740,9/03/2014,dessert,2014,3,9,6
1242,18/05/2015,frozen meals,2015,5,18,0
2004,14/09/2014,pastry,2014,9,14,6
3395,17/03/2014,rolls/buns,2014,3,17,0
2857,28/08/2014,beef,2014,8,28,3
1284,26/06/2014,margarine,2014,6,26,3
1764,24/05/2014,coffee,2014,5,24,5
4836,17/08/2015,pork,2015,8,17,0
4865,20/05/2014,whipped/sour cream,2014,5,20,1
3558,4/03/2015,ham,2015,3,4,2
2004,21/08/2015,yogurt,2015,8,21,4
4636,4/10/2015,photo/film,2015,10,4,6
4314,5/02/2015,rolls/buns,2015,2,5,3
3046,18/11/2015,margarine,2015,11,18,2
1896,25/07/2014,yogurt,2014,7,25,4
1289,5/09/2014,rolls/buns,2014,9,5,4
1629,22/07/2014,yogurt,2014,7,22,1
3809,2/08/2015,dog food,2015,8,2,6
1307,22/06/2015,sausage,2015,6,22,0
4778,24/08/2015,coffee,2015,8,24,0
2666,26/05/2014,chocolate,2014,5,26,0
4274,30/09/2015,processed cheese,2015,9,30,2
2457,7/09/2014,frozen fish,2014,9,7,6
1086,27/07/2014,soda,2014,7,27,6
2310,31/10/2014,root vegetables,2014,10,31,4
4840,22/11/2014,whipped/sour cream,2014,11,22,5
2709,4/02/2014,bottled water,2014,2,4,1
3406,23/10/2015,whole milk,2015,10,23,4
4255,29/09/2014,yogurt,2014,9,29,0
2254,24/11/2014,whole milk,2014,11,24,0
4525,5/11/2015,liqueur,2015,11,5,3
4797,2/11/2014,citrus fruit,2014,11,2,6
1877,30/09/2014,rolls/buns,2014,9,30,1
1832,17/04/2015,tropical fruit,2015,4,17,4
1979,20/11/2015,yogurt,2015,11,20,4
2239,12/01/2014,curd,2014,1,12,6
4763,29/09/2014,bottled beer,2014,9,29,0
3872,28/07/2014,shopping bags,2014,7,28,0
2240,12/01/2015,white bread,2015,1,12,0
1703,21/02/2015,waffles,2015,2,21,5
2569,16/07/2015,yogurt,2015,7,16,3
1636,7/09/2014,white bread,2014,9,7,6
4342,18/03/2015,rolls/buns,2015,3,18,2
2612,30/05/2014,bottled water,2014,5,30,4
1209,3/05/2014,shopping bags,2014,5,3,5
3495,22/10/2014,domestic eggs,2014,10,22,2
1439,13/08/2015,whole milk,2015,8,13,3
2348,23/07/2014,chocolate,2014,7,23,2
4329,23/10/2014,tropical fruit,2014,10,23,3
3474,26/11/2014,newspapers,2014,11,26,2
2314,2/09/2014,candy,2014,9,2,1
1372,25/06/2015,coffee,2015,6,25,3
2041,24/09/2015,grapes,2015,9,24,3
2394,17/02/2015,sausage,2015,2,17,1
1945,2/05/2015,other vegetables,2015,5,2,5
2774,28/06/2014,domestic eggs,2014,6,28,5
2421,9/02/2015,chocolate,2015,2,9,0
2753,7/07/2014,whole milk,2014,7,7,0
3747,24/02/2015,butter,2015,2,24,1
4934,13/10/2014,root vegetables,2014,10,13,0
3503,29/11/2015,pip fruit,2015,11,29,6
3110,29/05/2014,root vegetables,2014,5,29,3
2135,25/01/2015,butter,2015,1,25,6
1296,20/08/2015,jam,2015,8,20,3
3881,20/04/2014,rice,2014,4,20,6
2589,23/10/2014,whole milk,2014,10,23,3
4107,10/05/2014,frankfurter,2014,5,10,5
1427,2/04/2014,red/blush wine,2014,4,2,2
1412,20/06/2014,rolls/buns,2014,6,20,4
4449,25/09/2014,brown bread,2014,9,25,3
2356,31/01/2015,chicken,2015,1,31,5
2720,26/06/2014,turkey,2014,6,26,3
3042,4/04/2014,curd,2014,4,4,4
2064,4/06/2014,salad dressing,2014,6,4,2
2138,12/12/2014,chocolate,2014,12,12,4
1927,15/05/2015,tropical fruit,2015,5,15,4
1931,13/03/2014,chocolate,2014,3,13,3
4522,10/04/2014,canned beer,2014,4,10,3
1884,12/11/2015,frankfurter,2015,11,12,3
1625,1/10/2014,pot plants,2014,10,1,2
2166,3/07/2014,other vegetables,2014,7,3,3
4852,21/08/2015,packaged fruit/vegetables,2015,8,21,4
4683,30/06/2014,oil,2014,6,30,0
3646,26/05/2014,newspapers,2014,5,26,0
2469,17/06/2014,photo/film,2014,6,17,1
3832,17/07/2015,frankfurter,2015,7,17,4
1455,18/03/2015,specialty bar,2015,3,18,2
2461,24/01/2014,bottled water,2014,1,24,4
1407,29/04/2015,root vegetables,2015,4,29,2
1237,4/09/2015,whole milk,2015,9,4,4
2504,16/12/2014,curd,2014,12,16,1
3756,12/02/2015,pip fruit,2015,2,12,3
